"brand","category","normalized_filename","normalized_path","source_copy_filename","original_source_path","notes"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_001.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_001.jpg","woozoo-coffee-0011-2_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_10.jpg","외부 전면 간판"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_002.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_002.jpg","woozoo-coffee-0013-2_12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_12.jpg","외부 전면 간판"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_003.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_003.jpg","woozoo-coffee-0017-2_16.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_16.jpg","외부 전면 간판"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_004.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_004.jpg","woozoo-coffee-0026-2_24.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_24.jpg","외부 전면 간판"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_005.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_005.jpg","woozoo-coffee-0030-2_28.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_28.jpg","외부 전면 간판"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_006.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_006.jpg","woozoo-coffee-0050-3_17.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_17.jpg","외부 출입구와 홍보물"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_007.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_007.jpg","woozoo-coffee-0055-3_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_4.jpg","외부 전면 간판"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_008.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_008.jpg","woozoo-coffee-0062-4_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_10.jpg","외부 전면 간판"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_009.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_009.jpg","woozoo-coffee-0063-4_11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_11.jpg","외부 코너 매장 전경"
"woozoo-coffee","01-exterior-signage","woozoo-coffee_exterior_signage_010.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\90-classified-normalized\01-exterior-signage\woozoo-coffee_exterior_signage_010.jpg","woozoo-coffee-0082-5_14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\5_14.jpg","외부 전면 간판"
