seq,category,notes
241,01-exterior-signage,외부 전면 간판
242,03-counter-kiosk-order,카운터와 내부 동선
243,09-caution-unusable,인물 이미지가 크게 노출된 제품컷
244,02-interior-seating,좌석과 내부 동선
245,02-interior-seating,브랜드 로고 벽면
246,01-exterior-signage,외부 전면 간판
247,02-interior-seating,좌석과 창가
248,06-menu-promotion,진열대와 홍보물
249,02-interior-seating,브랜드 벽면 그래픽
250,05-food-drink-menu,디저트 제품컷
251,03-counter-kiosk-order,카운터와 메뉴보드
252,03-counter-kiosk-order,카운터와 입간판
253,05-food-drink-menu,제품 패키지 컷
254,03-counter-kiosk-order,카운터와 메뉴보드
255,02-interior-seating,좌석과 브랜드 월사인
256,01-exterior-signage,외부 코너 매장 전경
257,02-interior-seating,긴 좌석 동선
258,01-exterior-signage,외부 전면 간판
259,06-menu-promotion,진열대와 홍보물
260,02-interior-seating,노란 벽면 좌석
261,02-interior-seating,벽면 그래픽과 좌석
262,02-interior-seating,브랜드 월사인과 좌석
263,03-counter-kiosk-order,카운터와 메뉴보드
264,02-interior-seating,창가 좌석 공간
265,01-exterior-signage,외부 창문 디테일
266,01-exterior-signage,외부 전면 간판
267,02-interior-seating,좌석과 브랜드 월사인
268,02-interior-seating,브랜드 로고 벽면
269,02-interior-seating,좌석과 브랜드 월사인
270,02-interior-seating,좌석 공간
271,02-interior-seating,벽면 그래픽
272,01-exterior-signage,외부 전면 간판
273,02-interior-seating,넓은 좌석 공간
274,03-counter-kiosk-order,카운터와 키오스크
275,06-menu-promotion,메뉴보드와 프로모션
276,02-interior-seating,좌석과 내부 동선
277,03-counter-kiosk-order,카운터와 출입구 동선
278,03-counter-kiosk-order,카운터와 메뉴보드
279,02-interior-seating,좌석과 내부 동선
280,03-counter-kiosk-order,카운터와 메뉴보드

