"brand","category","normalized_filename","normalized_path","source_copy_filename","original_source_path","notes"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_001.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_001.jpg","composecoffee-0001-1_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_1.jpg","외부 전면 간판과 출입구"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_002.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_002.jpg","composecoffee-0004-1_12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_12.jpg","외부 간판과 출입구"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_003.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_003.jpg","composecoffee-0014-1_21.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_21.jpg","출입구와 외부 동선"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_004.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_004.jpg","composecoffee-0015-1_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_3.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_005.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_005.jpg","composecoffee-0019-1_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_7.jpg","야간 외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_006.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_006.jpg","composecoffee-0030-2_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_8.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_007.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_007.jpg","composecoffee-0031-2_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_9.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_008.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_008.jpg","composecoffee-0032-3_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_1.jpg","외부 주문창과 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_009.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_009.jpg","composecoffee-0037-3_14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_14.jpg","외부 간판과 매장 전면"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_010.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_010.jpg","composecoffee-0039-3_16.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_16.jpg","외부 주문창과 홍보물"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_011.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_011.jpg","composecoffee-0043-3_2.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_2.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_012.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_012.jpg","composecoffee-0048-3_24.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_24.jpg","야간 외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_013.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_013.jpg","composecoffee-0049-3_25.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_25.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_014.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_014.jpg","composecoffee-0050-3_26.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_26.jpg","외부 출입구와 내부 좌석"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_015.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_015.jpg","composecoffee-0052-3_28.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_28.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_016.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_016.jpg","composecoffee-0055-3_30.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_30.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_017.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_017.jpg","composecoffee-0058-3_33.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_33.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_018.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_018.jpg","composecoffee-0060-3_35.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_35.jpg","외부 전면 간판"
"composecoffee","01-exterior-signage","composecoffee_exterior_signage_019.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\90-classified-normalized\01-exterior-signage\composecoffee_exterior_signage_019.jpg","composecoffee-0061-3_36.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_36.jpg","외부 전면 간판"
