"brand","category","normalized_filename","normalized_path","source_copy_filename","original_source_path","notes"
"subway","01-exterior-signage","subway_exterior_signage_001.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_001.jpg","subway-0002-1_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_10.jpg","외부 전면 간판과 출입구"
"subway","01-exterior-signage","subway_exterior_signage_002.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_002.jpg","subway-0003-1_11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_11.jpg","외부 전면 간판"
"subway","01-exterior-signage","subway_exterior_signage_003.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_003.jpg","subway-0007-1_15.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_15.jpg","외부 전면 간판"
"subway","01-exterior-signage","subway_exterior_signage_004.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_004.jpg","subway-0009-1_17.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_17.jpg","외부 전면 간판"
"subway","01-exterior-signage","subway_exterior_signage_005.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_005.jpg","subway-0011-1_19.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_19.jpg","외부 간판과 쇼윈도"
"subway","01-exterior-signage","subway_exterior_signage_006.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_006.jpg","subway-0017-1_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_4.jpg","외부 전면 간판"
"subway","01-exterior-signage","subway_exterior_signage_007.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_007.jpg","subway-0018-1_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_5.jpg","외부 전면 간판"
"subway","01-exterior-signage","subway_exterior_signage_008.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_008.jpg","subway-0019-1_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_6.jpg","외부 전면 간판"
"subway","01-exterior-signage","subway_exterior_signage_009.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_009.jpg","subway-0020-1_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_7.jpg","외부 전면 간판"
"subway","01-exterior-signage","subway_exterior_signage_010.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_010.jpg","subway-0021-1_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\1_8.jpg","외부 전면 간판"
"subway","01-exterior-signage","subway_exterior_signage_011.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_011.jpg","subway-0028-2_14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\2_14.jpg","외부 출입구와 간판"
"subway","01-exterior-signage","subway_exterior_signage_012.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_012.jpg","subway-0032-2_18.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\2_18.jpg","외부 간판과 쇼윈도"
"subway","01-exterior-signage","subway_exterior_signage_013.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_013.jpg","subway-0038-2_23.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\2_23.jpg","외부 전면 간판과 출입구"
"subway","01-exterior-signage","subway_exterior_signage_014.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_014.jpg","subway-0041-2_26.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\2_26.jpg","외부 간판과 제품 이미지"
"subway","01-exterior-signage","subway_exterior_signage_015.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\subway\90-classified-normalized\01-exterior-signage\subway_exterior_signage_015.jpg","subway-0050-2_34.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\써브웨이\2_34.jpg","외부 매장 전면"
