"brand","status","category","copied_filename","source_path","working_path","original_last_write_time","original_size_bytes","notes"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0001-1_1.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_1.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0001-1_1.jpeg","2026-04-29T12:49:26","346305","counter menu board and seating context"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0002-1_10.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_10.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0002-1_10.jpeg","2026-04-29T12:56:34","308047","counter menu board"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0003-1_11.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_11.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0003-1_11.jpeg","2026-04-29T12:57:04","229190","counter and showcase"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0004-1_12.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_12.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0004-1_12.jpeg","2026-04-29T12:57:13","285524","kiosk and counter area"
"paikdabang","classified","06-menu-promotion","paikdabang-0005-1_13.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_13.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\06-menu-promotion\paikdabang-0005-1_13.jpeg","2026-04-29T12:58:00","317554","promotion notice at counter"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0006-1_14.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_14.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0006-1_14.jpeg","2026-04-29T12:58:19","212235","kiosk order area"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0007-1_15.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_15.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0007-1_15.jpeg","2026-04-29T12:58:30","248458","counter and menu board"
"paikdabang","classified","01-exterior-signage","paikdabang-0008-1_16.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_16.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\01-exterior-signage\paikdabang-0008-1_16.jpeg","2026-04-29T12:58:58","364161","exterior storefront sign"
"paikdabang","classified","02-interior-seating","paikdabang-0009-1_17.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_17.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\02-interior-seating\paikdabang-0009-1_17.jpeg","2026-04-29T12:59:11","263636","seating and counter corridor"
"paikdabang","classified","01-exterior-signage","paikdabang-0010-1_18.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_18.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\01-exterior-signage\paikdabang-0010-1_18.jpeg","2026-04-29T12:59:21","248846","exterior storefront sign"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0011-1_19.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_19.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0011-1_19.jpeg","2026-04-29T12:59:44","329853","counter front and menu board"
"paikdabang","classified","02-interior-seating","paikdabang-0012-1_2.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_2.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\02-interior-seating\paikdabang-0012-1_2.jpeg","2026-04-29T12:49:43","195495","seating area with brand sign"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0013-1_20.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_20.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0013-1_20.jpeg","2026-04-29T13:00:02","298091","counter menu board"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0014-1_21.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_21.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0014-1_21.jpeg","2026-04-29T13:01:08","322455","counter menu board and showcase"
"paikdabang","classified","03-counter-kiosk-order","paikdabang-0015-1_22.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\빽다방\1_22.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\paikdabang\03-counter-kiosk-order\paikdabang-0015-1_22.jpeg","2026-04-29T13:01:20","322455","counter menu board and showcase"
